"","number","color"
"10284",7,"Blue"
"10285",2,"Red"
"10286",7,"Black"
"10287",2,"Red"
"10288",7,"Red"
"10289",2,"Black"
"10290",7,"Red"
"10291",2,"Blue"
"10292",7,"Black"
"10293",2,"Red"
"10294",7,"Red"
"10295",2,"Blue"
"10296",7,"Black"
"10297",2,"Black"
"10298",7,"Blue"
"10299",2,"Blue"
"10300",7,"Black"
"10301",2,"Black"
"10302",7,"Red"
"10303",2,"Blue"
"10304",7,"Blue"
"10305",2,"Black"
"10306",7,"Blue"
"10307",2,"Black"
"10308",7,"Blue"
"10309",2,"Blue"
"10310",7,"Blue"
"10311",2,"Black"
"10312",7,"Black"
"10313",2,"Blue"
"10314",7,"Red"
"10315",2,"Blue"
"10316",7,"Red"
"10317",2,"Blue"
"10318",7,"Red"
"10319",2,"Blue"
"10320",7,"Red"
"10321",2,"Blue"
"10322",7,"Red"
"10323",2,"Black"
"10324",7,"Red"
"10325",2,"Black"
"10326",7,"Blue"
"10327",2,"Black"
"10328",7,"Blue"
"10329",2,"Red"
"10330",7,"Red"
"10331",2,"Blue"
"10332",7,"Blue"
"10333",2,"Blue"
"10334",7,"Black"
"10335",2,"Blue"
"10336",7,"Blue"
"10337",2,"Blue"
"10338",7,"Black"
"10339",2,"Blue"
"10340",7,"Blue"
"10341",2,"Blue"
"10342",7,"Red"
"10343",2,"Red"
"10344",7,"Black"
"10345",2,"Red"
"10346",7,"Red"
"10347",2,"Red"
"10348",7,"Red"
"10349",2,"Blue"
"10350",7,"Red"
"10351",2,"Red"
"10352",7,"Black"
"10353",2,"Blue"
"10354",7,"Red"
"10355",2,"Blue"
"10356",7,"Red"
"10357",2,"Blue"
"10358",7,"Black"
"10359",2,"Red"
"10360",7,"Blue"
"10361",2,"Black"
"10362",7,"Blue"
"10363",2,"Black"
"10364",7,"Blue"
"10365",2,"Red"
"10366",7,"Black"
"10367",2,"Black"
"10368",7,"Blue"
"10369",2,"Red"
"10370",7,"Black"
"10371",2,"Black"
"10372",7,"Blue"
"10373",2,"Red"
"10374",7,"Black"
"10375",2,"Blue"
"10376",7,"Blue"
"10377",2,"Red"
"10378",7,"Blue"
"10379",2,"Blue"
"10380",7,"Blue"
"10381",2,"Black"
"10382",7,"Black"
"10383",2,"Red"
"10384",7,"Red"
"10385",2,"Blue"
"10386",7,"Black"
"10387",2,"Red"
"10388",7,"Blue"
"10389",2,"Blue"
"10390",7,"Red"
"10391",2,"Red"
"10392",7,"Red"
"10393",2,"Red"
"10394",7,"Red"
"10395",2,"Black"
"10396",7,"Blue"
"10397",2,"Blue"
"10398",7,"Red"
"10399",2,"Red"
"10400",7,"Black"
"10401",2,"Blue"
"10402",7,"Blue"
"10403",2,"Red"
"10404",7,"Black"
"10405",2,"Red"
"10406",7,"Blue"
"10407",2,"Blue"
"10408",7,"Black"
"10409",2,"Red"
"10410",7,"Red"
"10411",2,"Black"
"10412",7,"Black"
"10413",2,"Blue"
"10414",7,"Red"
"10415",2,"Red"
"10416",7,"Black"
"10417",2,"Blue"
"10418",7,"Black"
"10419",2,"Red"
"10420",7,"Blue"
"10421",2,"Black"
"10422",7,"Blue"
"10423",2,"Black"
"10424",7,"Red"
"10425",2,"Black"
"10426",7,"Blue"
"10427",2,"Blue"
"10428",7,"Blue"
"10429",2,"Black"
"10430",7,"Blue"
"10431",2,"Red"
"10432",7,"Red"
"10433",2,"Blue"
"10434",7,"Blue"
"10435",2,"Black"
"10436",7,"Red"
"10437",2,"Red"
"10438",7,"Red"
"10439",2,"Black"
"10440",7,"Blue"
"10441",2,"Black"
"10442",7,"Red"
"10443",2,"Blue"
"10444",7,"Red"
"10445",2,"Blue"
"10446",7,"Blue"
"10447",2,"Red"
"10448",7,"Red"
"10449",2,"Blue"
"10450",7,"Red"
"10451",2,"Black"
"10452",7,"Blue"
"10453",2,"Black"
"10454",7,"Blue"
"10455",2,"Blue"
"10456",7,"Red"
"10457",2,"Black"
"10458",7,"Black"
"10459",2,"Red"
"10460",7,"Blue"
"10461",2,"Blue"
"10462",7,"Black"
"10463",2,"Red"
"10464",7,"Red"
"10465",2,"Blue"
"10466",7,"Blue"
"10467",2,"Black"
"10468",7,"Red"
"10469",2,"Black"
"10470",7,"Red"
"10471",2,"Blue"
"10472",7,"Red"
"10473",2,"Red"
"10474",7,"Blue"
"10475",2,"Red"
"10476",7,"Black"
"10477",2,"Red"
"10478",7,"Red"
"10479",2,"Red"
"10480",7,"Black"
"10481",2,"Black"
"10482",7,"Blue"
"10483",2,"Blue"
"10484",7,"Black"
"10485",2,"Black"
"10486",7,"Blue"
"10487",2,"Black"
"10488",7,"Red"
"10489",2,"Red"
"10490",7,"Red"
"10491",2,"Red"
"10492",7,"Blue"
"10493",2,"Black"
"10494",7,"Blue"
"10495",2,"Black"
"10496",7,"Red"
"10497",2,"Black"
"10498",7,"Red"
"10499",2,"Red"
"10500",7,"Black"
"10501",2,"Black"
"10502",7,"Blue"
"10503",2,"Blue"
"10504",7,"Blue"
"10505",2,"Red"
"10506",7,"Black"
"10507",2,"Blue"
"10508",7,"Red"
"10509",2,"Black"
"10510",7,"Black"
"10511",2,"Red"
"10512",7,"Blue"
"10513",2,"Red"
"10514",7,"Red"
"10515",2,"Black"
"10516",7,"Black"
"10517",2,"Black"
"10518",7,"Black"
"10519",2,"Red"
"10520",7,"Black"
"10521",2,"Black"
"10522",7,"Black"
"10523",2,"Blue"
"10524",7,"Red"
"10525",2,"Blue"
"10526",7,"Blue"
"10527",2,"Blue"
"10528",7,"Red"
"10529",2,"Blue"
"10530",7,"Black"
"10531",2,"Red"
"10532",7,"Blue"
"10533",2,"Red"
"10534",7,"Blue"
"10535",2,"Blue"
"10536",7,"Black"
"10537",2,"Blue"
"10538",7,"Blue"
"10539",2,"Black"
"10540",7,"Black"
"10541",2,"Black"
"10542",7,"Black"
"10543",2,"Red"
"10544",7,"Blue"
"10545",2,"Black"
"10546",7,"Red"
"10547",2,"Black"
"10548",7,"Blue"
"10549",2,"Red"
"10550",7,"Blue"
"10551",2,"Black"
"10552",7,"Blue"
"10553",2,"Red"
"10554",7,"Black"
"10555",2,"Blue"
"10556",7,"Blue"
"10557",2,"Black"
"10558",7,"Blue"
"10559",2,"Black"
"10560",7,"Red"
"10561",2,"Black"
"10562",7,"Black"
"10563",2,"Red"
"10564",7,"Black"
"10565",2,"Red"
"10566",7,"Black"
"10567",2,"Red"
"10568",7,"Blue"
"10569",2,"Blue"
"10570",7,"Black"
"10571",2,"Blue"
"10572",7,"Black"
"10573",2,"Black"
"10574",7,"Black"
"10575",2,"Black"
"10576",7,"Black"
"10577",2,"Red"
"10578",7,"Black"
"10579",2,"Blue"
"10580",7,"Black"
"10581",2,"Red"
"10582",7,"Black"
"10583",2,"Red"
"10584",7,"Red"
"10585",2,"Blue"
"10586",7,"Blue"
"10587",2,"Blue"
"10588",7,"Blue"
"10589",2,"Red"
"10590",7,"Black"
"10591",2,"Black"
"10592",7,"Black"
"10593",2,"Blue"
"10594",7,"Black"
"10595",2,"Red"
"10596",7,"Black"
"10597",2,"Black"
"10598",7,"Red"
"10599",2,"Black"
"10600",7,"Red"
"10601",2,"Black"
"10602",7,"Red"
"10603",2,"Red"
"10604",7,"Blue"
"10605",2,"Red"
"10606",7,"Black"
"10607",2,"Red"
"10608",7,"Red"
"10609",2,"Red"
"10610",7,"Blue"
"10611",2,"Blue"
"10612",7,"Black"
"10613",2,"Blue"
"10614",7,"Blue"
"10615",2,"Blue"
"10616",7,"Red"
"10617",2,"Black"
"10618",7,"Red"
"10619",2,"Blue"
"10620",7,"Red"
"10621",2,"Black"
"10622",7,"Blue"
"10623",2,"Red"
"10624",7,"Black"
"10625",2,"Black"
"10626",7,"Red"
"10627",2,"Black"
"10628",7,"Black"
"10629",2,"Red"
"10630",7,"Black"
"10631",2,"Blue"
"10632",7,"Black"
"10633",2,"Red"
"10634",7,"Blue"
"10635",2,"Red"
"10636",7,"Red"
"10637",2,"Black"
"10638",7,"Blue"
"10639",2,"Black"
"10640",7,"Black"
"10641",2,"Black"
"10642",7,"Black"
"10643",2,"Black"
"10644",7,"Blue"
"10645",2,"Blue"
"10646",7,"Red"
"10647",2,"Black"
"10648",7,"Blue"
"10649",2,"Black"
"10650",7,"Red"
"10651",2,"Black"
"10652",7,"Black"
"10653",2,"Red"
"10654",7,"Black"
"10655",2,"Red"
"10656",7,"Blue"
"10657",2,"Red"
"10658",7,"Black"
"10659",2,"Black"
"10660",7,"Red"
"10661",2,"Red"
"10662",7,"Black"
"10663",2,"Black"
"10664",7,"Red"
"10665",2,"Red"
"10666",7,"Red"
"10667",2,"Blue"
"10668",7,"Black"
"10669",2,"Red"
"10670",7,"Blue"
"10671",2,"Red"
"10672",7,"Red"
"10673",2,"Black"
"10674",7,"Black"
"10675",2,"Red"
"10676",7,"Black"
"10677",2,"Black"
"10678",7,"Red"
"10679",2,"Black"
"10680",7,"Black"
"10681",2,"Black"
"10682",7,"Black"
"10683",2,"Black"
"10684",7,"Red"
"10685",2,"Black"
"10686",7,"Red"
"10687",2,"Black"
"10688",7,"Blue"
"10689",2,"Red"
"10690",7,"Blue"
"10691",2,"Blue"
"10692",7,"Red"
"10693",2,"Black"
"10694",7,"Black"
"10695",2,"Black"
"10696",7,"Blue"
"10697",2,"Black"
"10698",7,"Blue"
"10699",2,"Black"
"10700",7,"Black"
"10701",2,"Black"
"10702",7,"Black"
"10703",2,"Black"
"10704",7,"Black"
"10705",2,"Red"
"10706",7,"Black"
"10707",2,"Blue"
"10708",7,"Black"
"10709",2,"Blue"
"10710",7,"Red"
"10711",2,"Black"
"10712",7,"Red"
"10713",2,"Black"
"10714",7,"Blue"
"10715",2,"Black"
"10716",7,"Red"
"10717",2,"Blue"
"10718",7,"Blue"
"10719",2,"Red"
"10720",7,"Blue"
"10721",2,"Blue"
"10722",7,"Red"
"10723",2,"Blue"
"10724",7,"Black"
"10725",2,"Red"
"10726",7,"Red"
"10727",2,"Blue"
"10728",7,"Red"
"10729",2,"Black"
"10730",7,"Black"
"10731",2,"Red"
"10732",7,"Black"
"10733",2,"Blue"
"10734",7,"Black"
"10735",2,"Black"
"10736",7,"Red"
"10737",2,"Blue"
"10738",7,"Red"
"10739",2,"Blue"
"10740",7,"Red"
"10741",2,"Blue"
"10742",7,"Black"
"10743",2,"Black"
"10744",7,"Blue"
"10745",2,"Red"
"10746",7,"Blue"
"10747",2,"Blue"
"10748",7,"Blue"
"10749",2,"Black"
"10750",7,"Black"
"10751",2,"Black"
"10752",7,"Black"
"10753",2,"Black"
"10754",7,"Black"
"10755",2,"Blue"
"10756",7,"Red"
"10757",2,"Red"
"10758",7,"Black"
"10759",2,"Black"
"10760",7,"Blue"
"10761",2,"Red"
"10762",7,"Red"
"10763",2,"Black"
"10764",7,"Red"
"10765",2,"Black"
"10766",7,"Black"
"10767",2,"Blue"
"10768",7,"Black"
"10769",2,"Blue"
"10770",7,"Black"
"10771",2,"Blue"
"10772",7,"Red"
"10773",2,"Black"
"10774",7,"Blue"
"10775",2,"Black"
"10776",7,"Blue"
"10777",2,"Black"
"10778",7,"Blue"
"10779",2,"Blue"
"10780",7,"Black"
"10781",2,"Blue"
"10782",7,"Black"
"10783",2,"Blue"
"10784",7,"Black"
"10785",2,"Blue"
"10786",7,"Blue"
"10787",2,"Blue"
"10788",7,"Red"
"10789",2,"Blue"
"10790",7,"Red"
"10791",2,"Red"
"10792",7,"Black"
"10793",2,"Blue"
"10794",7,"Blue"
"10795",2,"Black"
"10796",7,"Black"
"10797",2,"Red"
"10798",7,"Blue"
"10799",2,"Red"
"10800",7,"Black"
"10801",2,"Red"
"10802",7,"Black"
"10803",2,"Blue"
"10804",7,"Red"
"10805",2,"Black"
"10806",7,"Blue"
"10807",2,"Red"
"10808",7,"Blue"
"10809",2,"Red"
"10810",7,"Red"
"10811",2,"Black"
"10812",7,"Black"
"10813",2,"Black"
"10814",7,"Black"
"10815",2,"Black"
"10816",7,"Red"
"10817",2,"Black"
"10818",7,"Black"
"10819",2,"Blue"
"10820",7,"Black"
"10821",2,"Black"
"10822",7,"Blue"
"10823",2,"Blue"
"10824",7,"Black"
"10825",2,"Black"
"10826",7,"Blue"
"10827",2,"Red"
"10828",7,"Blue"
"10829",2,"Black"
"10830",7,"Blue"
"10831",2,"Red"
"10832",7,"Red"
"10833",2,"Blue"
"10834",7,"Red"
"10835",2,"Blue"
"10836",7,"Black"
"10837",2,"Black"
"10838",7,"Blue"
"10839",2,"Black"
"10840",7,"Black"
"10841",2,"Black"
"10842",7,"Blue"
"10843",2,"Blue"
"10844",7,"Red"
"10845",2,"Blue"
"10846",7,"Blue"
"10847",2,"Red"
"10848",7,"Black"
"10849",2,"Blue"
"10850",7,"Blue"
"10851",2,"Red"
"10852",7,"Black"
"10853",2,"Red"
"10854",7,"Black"
"10855",2,"Blue"
"10856",7,"Red"
"10857",2,"Red"
"10858",7,"Red"
"10859",2,"Black"
"10860",7,"Red"
"10861",2,"Black"
"10862",7,"Black"
"10863",2,"Blue"
"10864",7,"Red"
"10865",2,"Blue"
"10866",7,"Black"
"10867",2,"Black"
"10868",7,"Black"
"10869",2,"Blue"
"10870",7,"Blue"
"10871",2,"Red"
"10872",7,"Blue"
"10873",2,"Black"
"10874",7,"Red"
"10875",2,"Red"
"10876",7,"Black"
"10877",2,"Black"
"10878",7,"Red"
"10879",2,"Black"
"10880",7,"Black"
"10881",2,"Black"
"10882",7,"Blue"
"10883",2,"Blue"
"10884",7,"Black"
"10885",2,"Black"
"10886",7,"Red"
"10887",2,"Blue"
"10888",7,"Red"
"10889",2,"Red"
"10890",7,"Black"
"10891",2,"Red"
"10892",7,"Red"
"10893",2,"Black"
"10894",7,"Blue"
"10895",2,"Red"
"10896",7,"Red"
"10897",2,"Blue"
"10898",7,"Blue"
"10899",2,"Black"
"10900",7,"Black"
"10901",2,"Black"
"10902",7,"Blue"
"10903",2,"Black"
"10904",7,"Black"
"10905",2,"Blue"
"10906",7,"Black"
"10907",2,"Blue"
"10908",7,"Blue"
"10909",2,"Black"
"10910",7,"Red"
"10911",2,"Red"
"10912",7,"Blue"
"10913",2,"Red"
"10914",7,"Red"
"10915",2,"Black"
"10916",7,"Blue"
"10917",2,"Black"
"10918",7,"Red"
"10919",2,"Red"
"10920",7,"Black"
"10921",2,"Red"
"10922",7,"Blue"
"10923",2,"Blue"
"10924",7,"Red"
"10925",2,"Blue"
"10926",7,"Red"
"10927",2,"Blue"
"10928",7,"Black"
"10929",2,"Blue"
"10930",7,"Black"
"10931",2,"Blue"
"10932",7,"Red"
"10933",2,"Red"
"10934",7,"Blue"
"10935",2,"Black"
"10936",7,"Red"
"10937",2,"Black"
"10938",7,"Blue"
"10939",2,"Red"
"10940",7,"Black"
"10941",2,"Red"
"10942",7,"Red"
"10943",2,"Blue"
"10944",7,"Black"
"10945",2,"Blue"
"10946",7,"Red"
"10947",2,"Blue"
"10948",7,"Black"
"10949",2,"Red"
"10950",7,"Black"
"10951",2,"Black"
"10952",7,"Black"
"10953",2,"Black"
"10954",7,"Red"
"10955",2,"Red"
"10956",7,"Blue"
"10957",2,"Red"
"10958",7,"Red"
"10959",2,"Black"
"10960",7,"Black"
"10961",2,"Black"
"10962",7,"Black"
"10963",2,"Red"
"10964",7,"Blue"
"10965",2,"Red"
"10966",7,"Red"
"10967",2,"Red"
"10968",7,"Red"
"10969",2,"Black"
"10970",7,"Red"
"10971",2,"Black"
"10972",7,"Red"
"10973",2,"Red"
"10974",7,"Red"
"10975",2,"Blue"
"10976",7,"Black"
"10977",2,"Red"
"10978",7,"Blue"
"10979",2,"Black"
"10980",7,"Black"
"10981",2,"Red"
"10982",7,"Black"
"10983",2,"Black"
"10984",7,"Blue"
"10985",2,"Blue"
"10986",7,"Blue"
"10987",2,"Blue"
"10988",7,"Red"
"10989",2,"Black"
"10990",7,"Black"
"10991",2,"Blue"
"10992",7,"Black"
"10993",2,"Black"
"10994",7,"Black"
"10995",2,"Blue"
"10996",7,"Red"
"10997",2,"Black"
"10998",7,"Blue"
"10999",2,"Black"
"11000",7,"Red"
"11001",2,"Red"
"11002",7,"Blue"
"11003",2,"Red"
"11004",7,"Blue"
"11005",2,"Black"
"11006",7,"Red"
"11007",2,"Black"
"11008",7,"Blue"
"11009",2,"Red"
"11010",7,"Black"
"11011",2,"Black"
"11012",7,"Black"
"11013",2,"Red"
"11014",7,"Blue"
"11015",2,"Black"
"11016",7,"Black"
"11017",2,"Blue"
"11018",7,"Red"
"11019",2,"Red"
"11020",7,"Black"
"11021",2,"Blue"
"11022",7,"Red"
"11023",2,"Red"
"11024",7,"Black"
"11025",2,"Blue"
"11026",7,"Black"
"11027",2,"Red"
"11028",7,"Red"
"11029",2,"Black"
"11030",7,"Blue"
"11031",2,"Black"
"11032",7,"Black"
"11033",2,"Blue"
"11034",7,"Blue"
"11035",2,"Blue"
"11036",7,"Red"
"11037",2,"Red"
"11038",7,"Red"
"11039",2,"Red"
"11040",7,"Black"
"11041",2,"Black"
"11042",7,"Black"
"11043",2,"Black"
"11044",7,"Blue"
"11045",2,"Blue"
"11046",7,"Blue"
"11047",2,"Red"
"11048",7,"Black"
"11049",2,"Black"
"11050",7,"Black"
"11051",2,"Red"
"11052",7,"Blue"
"11053",2,"Blue"
"11054",7,"Blue"
"11055",2,"Blue"
"11056",7,"Black"
"11057",2,"Red"
"11058",7,"Blue"
"11059",2,"Blue"
"11060",7,"Red"
"11061",2,"Black"
"11062",7,"Blue"
"11063",2,"Black"
"11064",7,"Red"
"11065",2,"Black"
"11066",7,"Black"
"11067",2,"Blue"
"11068",7,"Blue"
"11069",2,"Black"
"11070",7,"Red"
"11071",2,"Black"
"11072",7,"Blue"
"11073",2,"Red"
"11074",7,"Black"
"11075",2,"Black"
"11076",7,"Blue"
"11077",2,"Black"
"11078",7,"Blue"
"11079",2,"Red"
"11080",7,"Red"
"11081",2,"Black"
"11082",7,"Black"
"11083",2,"Black"
"11084",7,"Red"
"11085",2,"Red"
"11086",7,"Red"
"11087",2,"Red"
"11088",7,"Black"
"11089",2,"Red"
"11090",7,"Red"
"11091",2,"Red"
"11092",7,"Black"
"11093",2,"Red"
"11094",7,"Red"
"11095",2,"Red"
"11096",7,"Black"
"11097",2,"Black"
"11098",7,"Red"
"11099",2,"Black"
"11100",7,"Blue"
"11101",2,"Black"
"11102",7,"Black"
"11103",2,"Black"
"11104",7,"Black"
"11105",2,"Blue"
"11106",7,"Black"
"11107",2,"Blue"
"11108",7,"Red"
"11109",2,"Black"
"11110",7,"Black"
"11111",2,"Black"
"11112",7,"Black"
"11113",2,"Red"
"11114",7,"Black"
"11115",2,"Blue"
"11116",7,"Black"
"11117",2,"Red"
"11118",7,"Red"
"11119",2,"Blue"
"11120",7,"Blue"
"11121",2,"Black"
"11122",7,"Black"
"11123",2,"Black"
"11124",7,"Black"
"11125",2,"Blue"
"11126",7,"Black"
"11127",2,"Black"
"11128",7,"Black"
"11129",2,"Blue"
"11130",7,"Red"
"11131",2,"Blue"
"11132",7,"Blue"
"11133",2,"Blue"
"11134",7,"Red"
"11135",2,"Black"
"11136",7,"Blue"
"11137",2,"Black"
"11138",7,"Black"
"11139",2,"Blue"
"11140",7,"Blue"
"11141",2,"Red"
"11142",7,"Black"
"11143",2,"Blue"
"11144",7,"Blue"
"11145",2,"Blue"
"11146",7,"Red"
"11147",2,"Black"
"11148",7,"Black"
"11149",2,"Black"
"11150",7,"Black"
"11151",2,"Red"
"11152",7,"Black"
"11153",2,"Red"
"11154",7,"Blue"
"11155",2,"Black"
"11156",7,"Black"
"11157",2,"Black"
"11158",7,"Black"
"11159",2,"Blue"
"11160",7,"Red"
"11161",2,"Blue"
"11162",7,"Red"
"11163",2,"Red"
"11164",7,"Red"
"11165",2,"Red"
"11166",7,"Black"
"11167",2,"Blue"
"11168",7,"Red"
"11169",2,"Black"
"11170",7,"Blue"
"11171",2,"Black"
"11172",7,"Blue"
"11173",2,"Black"
"11174",7,"Blue"
"11175",2,"Blue"
"11176",7,"Black"
"11177",2,"Blue"
"11178",7,"Blue"
"11179",2,"Black"
"11180",7,"Black"
"11181",2,"Red"
"11182",7,"Black"
"11183",2,"Red"
"11184",7,"Red"
"11185",2,"Blue"
"11186",7,"Blue"
"11187",2,"Red"
"11188",7,"Black"
"11189",2,"Blue"
"11190",7,"Blue"
"11191",2,"Black"
"11192",7,"Blue"
"11193",2,"Blue"
"11194",7,"Blue"
"11195",2,"Red"
"11196",7,"Blue"
"11197",2,"Red"
"11198",7,"Red"
"11199",2,"Red"
"11200",7,"Red"
"11201",2,"Black"
"11202",7,"Blue"
"11203",2,"Blue"
"11204",7,"Red"
"11205",2,"Black"
"11206",7,"Blue"
"11207",2,"Blue"
"11208",7,"Blue"
"11209",2,"Black"
"11210",7,"Black"
"11211",2,"Black"
"11212",7,"Red"
"11213",2,"Black"
"11214",7,"Red"
"11215",2,"Blue"
"11216",7,"Red"
"11217",2,"Blue"
"11218",7,"Black"
"11219",2,"Black"
"11220",7,"Red"
"11221",2,"Blue"
"11222",7,"Black"
"11223",2,"Red"
"11224",7,"Black"
"11225",2,"Red"
"11226",7,"Blue"
"11227",2,"Black"
"11228",7,"Black"
"11229",2,"Black"
"11230",7,"Blue"
"11231",2,"Blue"
"11232",7,"Black"
"11233",2,"Black"
"11234",7,"Black"
"11235",2,"Red"
"11236",7,"Blue"
"11237",2,"Blue"
"11238",7,"Red"
"11239",2,"Red"
"11240",7,"Red"
"11241",2,"Red"
"11242",7,"Red"
"11243",2,"Black"
"11244",7,"Blue"
"11245",2,"Red"
"11246",7,"Black"
"11247",2,"Black"
"11248",7,"Blue"
"11249",2,"Blue"
"11250",7,"Red"
"11251",2,"Red"
"11252",7,"Black"
"11253",2,"Black"
"11254",7,"Red"
"11255",2,"Black"
"11256",7,"Black"
"11257",2,"Black"
"11258",7,"Black"
"11259",2,"Red"
"11260",7,"Red"
"11261",2,"Blue"
"11262",7,"Red"
"11263",2,"Black"
"11264",7,"Red"
"11265",2,"Red"
"11266",7,"Black"
"11267",2,"Black"
"11268",7,"Red"
"11269",2,"Red"
"11270",7,"Black"
"11271",2,"Black"
"11272",7,"Red"
"11273",2,"Blue"
"11274",7,"Black"
"11275",2,"Red"
"11276",7,"Black"
"11277",2,"Black"
"11278",7,"Blue"
"11279",2,"Red"
"11280",7,"Blue"
"11281",2,"Blue"
"11282",7,"Black"
"11283",2,"Red"
"11284",7,"Blue"
"11285",2,"Black"
"11286",7,"Blue"
"11287",2,"Black"
"11288",7,"Red"
"11289",2,"Blue"
"11290",7,"Red"
"11291",2,"Red"
"11292",7,"Red"
"11293",2,"Blue"
"11294",7,"Black"
"11295",2,"Black"
"11296",7,"Blue"
"11297",2,"Red"
"11298",7,"Blue"
"11299",2,"Blue"
"11300",7,"Blue"
"11301",2,"Red"
"11302",7,"Red"
"11303",2,"Blue"
"11304",7,"Red"
"11305",2,"Red"
"11306",7,"Red"
"11307",2,"Black"
"11308",7,"Red"
"11309",2,"Red"
"11310",7,"Black"
"11311",2,"Red"
"11312",7,"Black"
"11313",2,"Black"
"11314",7,"Red"
"11315",2,"Red"
"11316",7,"Red"
"11317",2,"Blue"
"11318",7,"Black"
"11319",2,"Black"
"11320",7,"Blue"
"11321",2,"Red"
"11322",7,"Black"
"11323",2,"Black"
"11324",7,"Blue"
"11325",2,"Black"
"11326",7,"Black"
"11327",2,"Black"
"11328",7,"Black"
"11329",2,"Red"
"11330",7,"Blue"
"11331",2,"Black"
"11332",7,"Red"
"11333",2,"Red"
"11334",7,"Blue"
"11335",2,"Blue"
"11336",7,"Red"
"11337",2,"Black"
"11338",7,"Red"
"11339",2,"Blue"
"11340",7,"Black"
"11341",2,"Blue"
"11342",7,"Black"
"11343",2,"Red"
"11344",7,"Black"
"11345",2,"Black"
"11346",7,"Black"
"11347",2,"Red"
"11348",7,"Red"
"11349",2,"Red"
"11350",7,"Blue"
"11351",2,"Red"
"11352",7,"Black"
"11353",2,"Red"
"11354",7,"Black"
"11355",2,"Black"
"11356",7,"Red"
"11357",2,"Blue"
"11358",7,"Blue"
"11359",2,"Black"
"11360",7,"Red"
"11361",2,"Black"
"11362",7,"Blue"
"11363",2,"Black"
"11364",7,"Red"
"11365",2,"Blue"
"11366",7,"Red"
"11367",2,"Black"
"11368",7,"Blue"
"11369",2,"Blue"
"11370",7,"Blue"
"11371",2,"Red"
"11372",7,"Blue"
"11373",2,"Red"
"11374",7,"Red"
"11375",2,"Black"
"11376",7,"Blue"
"11377",2,"Red"
"11378",7,"Black"
"11379",2,"Red"
"11380",7,"Black"
"11381",2,"Blue"
"11382",7,"Blue"
"11383",2,"Black"
"11384",7,"Red"
"11385",2,"Red"
"11386",7,"Blue"
"11387",2,"Black"
"11388",7,"Blue"
"11389",2,"Red"
"11390",7,"Black"
"11391",2,"Red"
"11392",7,"Blue"
"11393",2,"Blue"
"11394",7,"Black"
"11395",2,"Blue"
"11396",7,"Blue"
"11397",2,"Black"
"11398",7,"Blue"
"11399",2,"Black"
"11400",7,"Red"
"11401",2,"Black"
"11402",7,"Red"
"11403",2,"Red"
"11404",7,"Red"
"11405",2,"Black"
"11406",7,"Black"
"11407",2,"Black"
"11408",7,"Blue"
"11409",2,"Blue"
"11410",7,"Blue"
"11411",2,"Blue"
"11412",7,"Black"
"11413",2,"Blue"
"11414",7,"Black"
"11415",2,"Blue"
"11416",7,"Black"
"11417",2,"Red"
"11418",7,"Blue"
"11419",2,"Black"
"11420",7,"Red"
"11421",2,"Red"
"11422",7,"Black"
"11423",2,"Red"
"11424",7,"Red"
"11425",2,"Red"
"11426",7,"Blue"
"11427",2,"Black"
"11428",7,"Red"
"11429",2,"Black"
"11430",7,"Blue"
"11431",2,"Blue"
"11432",7,"Black"
"11433",2,"Red"
"11434",7,"Red"
"11435",2,"Red"
"11436",7,"Red"
"11437",2,"Red"
"11438",7,"Black"
"11439",2,"Black"
"11440",7,"Blue"
"11441",2,"Black"
"11442",7,"Blue"
"11443",2,"Red"
"11444",7,"Blue"
"11445",2,"Black"
"11446",7,"Blue"
"11447",2,"Black"
"11448",7,"Black"
"11449",2,"Black"
"11450",7,"Red"
"11451",2,"Black"
"11452",7,"Blue"
"11453",2,"Black"
"11454",7,"Red"
"11455",2,"Black"
"11456",7,"Red"
"11457",2,"Red"
"11458",7,"Black"
"11459",2,"Black"
"11460",7,"Black"
"11461",2,"Blue"
"11462",7,"Black"
"11463",2,"Red"
"11464",7,"Black"
"11465",2,"Black"
"11466",7,"Blue"
"11467",2,"Blue"
"11468",7,"Blue"
"11469",2,"Black"
"11470",7,"Red"
"11471",2,"Black"
"11472",7,"Black"
"11473",2,"Blue"
"11474",7,"Red"
"11475",2,"Red"
"11476",7,"Blue"
"11477",2,"Blue"
"11478",7,"Black"
"11479",2,"Black"
"11480",7,"Red"
"11481",2,"Red"
"11482",7,"Black"
"11483",2,"Black"
"11484",7,"Blue"
"11485",2,"Red"
"11486",7,"Black"
"11487",2,"Black"
"11488",7,"Black"
"11489",2,"Black"
"11490",7,"Blue"
"11491",2,"Blue"
"11492",7,"Blue"
"11493",2,"Black"
"11494",7,"Black"
"11495",2,"Black"
"11496",7,"Black"
"11497",2,"Black"
"11498",7,"Blue"
"11499",2,"Black"
"11500",7,"Red"
"11501",2,"Blue"
"11502",7,"Black"
"11503",2,"Blue"
"11504",7,"Black"
"11505",2,"Red"
"11506",7,"Black"
"11507",2,"Red"
"11508",7,"Blue"
"11509",2,"Blue"
"11510",7,"Red"
"11511",2,"Red"
"11512",7,"Black"
"11513",2,"Black"
"11514",7,"Black"
"11515",2,"Black"
"11516",7,"Blue"
"11517",2,"Black"
"11518",7,"Blue"
"11519",2,"Black"
"11520",7,"Blue"
